Price History: TLT-US,,,,,,,,,,
,,,,,,,,,,
.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Date,Price,CVol,% Change,Open,Low,High,NAV,Total Return (Gross),% Return,Cumulative Return %
03/03/22,137.86,20649060,1.02,137.49,137.02,138.70,137.84,213.81,1.02,144.71
03/04/22,140.24,25854810,1.73,140.36,139.31,140.83,140.25,217.50,1.73,148.94
03/07/22,139.17,23710930,-0.76,139.12,138.77,140.64,139.38,215.84,-0.76,147.04
03/08/22,137.77,28331280,-1.01,137.51,137.25,138.25,137.75,213.67,-1.01,144.55
03/09/22,136.42,18819150,-0.98,137.07,136.13,137.34,136.31,211.57,-0.98,142.16
03/10/22,134.46,26868880,-1.44,134.83,133.72,135.17,134.41,208.53,-1.44,138.68
03/11/22,134.91,15583800,0.33,134.33,134.21,135.45,134.81,209.23,0.33,139.48
03/14/22,131.76,24384960,-2.33,132.70,131.72,132.89,131.78,204.35,-2.33,133.89
03/15/22,131.53,17518750,-0.17,132.86,131.19,133.15,131.47,203.99,-0.17,133.48
03/16/22,132.82,25857700,0.98,131.83,130.32,133.13,132.72,205.99,0.98,135.77
03/17/22,131.83,19330580,-0.75,132.82,131.07,133.34,131.70,204.46,-0.75,134.01
03/18/22,133.44,55891680,1.22,132.57,132.57,133.54,133.18,206.95,1.22,136.87
03/21/22,130.35,26122050,-2.32,131.28,129.75,131.67,130.23,202.16,-2.32,131.38
03/22/22,128.68,21830890,-1.28,128.96,128.34,129.34,128.69,199.57,-1.28,128.42
03/23/22,131.50,21266120,2.19,129.37,128.86,131.60,131.34,203.94,2.19,133.43
03/24/22,130.47,17141590,-0.78,129.65,129.60,131.18,130.40,202.35,-0.78,131.60
03/25/22,128.66,25689790,-1.39,129.50,127.65,129.52,128.65,199.54,-1.39,128.38
03/28/22,129.76,17657780,0.85,129.39,129.04,130.56,129.70,201.24,0.85,130.34
03/29/22,130.74,19319650,0.76,130.56,129.74,131.55,130.69,202.76,0.76,132.08
03/30/22,131.76,16310220,0.78,130.07,129.99,132.01,131.68,204.35,0.78,133.89
03/31/22,132.08,19900950,0.24,131.98,131.66,132.67,132.11,204.84,0.24,134.45
04/01/22,132.38,23489720,0.23,130.01,129.71,132.96,132.19,205.62,0.38,135.35
04/04/22,131.46,13609920,-0.69,131.93,130.71,131.98,131.42,204.19,-0.69,133.71
04/05/22,128.49,25196930,-2.26,130.76,128.29,130.78,128.48,199.58,-2.26,128.43
04/06/22,127.45,22951950,-0.81,126.43,126.40,128.30,127.49,197.96,-0.81,126.58
04/07/22,126.49,23458770,-0.75,126.11,125.41,126.67,126.41,196.47,-0.75,124.87
04/08/22,125.12,26859160,-1.08,125.45,124.26,125.83,124.90,194.34,-1.08,122.44
04/11/22,123.14,30020700,-1.58,123.92,122.56,124.19,123.04,191.27,-1.58,118.92
04/12/22,122.97,23124180,-0.14,124.05,122.67,124.16,122.87,191.00,-0.14,118.62
04/13/22,123.22,17189500,0.20,123.05,122.89,124.30,123.10,191.39,0.20,119.06
04/14/22,120.75,34274527,-2.00,122.86,120.38,122.93,120.56,187.56,-2.00,114.67
04/18/22,120.15,18784250,-0.50,120.87,119.69,121.08,120.03,186.62,-0.50,113.60
04/19/22,119.25,26012320,-0.75,119.15,118.67,119.72,119.14,185.23,-0.75,112.00
04/20/22,121.65,31423180,2.01,120.22,119.92,121.97,121.60,188.95,2.01,116.27
04/21/22,120.75,23323240,-0.74,120.83,119.17,120.91,120.65,187.56,-0.74,114.67
04/22/22,119.99,19773410,-0.63,120.07,119.81,121.44,120.02,186.38,-0.63,113.32
04/25/22,121.19,25418920,1.00,121.38,121.13,122.19,121.13,188.24,1.00,115.45
04/26/22,122.41,26931350,1.01,122.44,121.76,123.03,122.38,190.14,1.01,117.62
04/27/22,120.84,14560520,-1.28,122.19,120.77,122.32,120.84,187.70,-1.28,114.83
04/28/22,121.02,16892500,0.15,120.39,120.01,121.07,120.91,187.98,0.15,115.15
04/29/22,119.45,26153420,-1.30,119.31,119.11,120.97,119.43,185.54,-1.30,112.36
05/02/22,117.18,29233890,-1.90,117.86,116.93,118.27,117.25,182.33,-1.73,108.68
05/03/22,117.97,21256660,0.67,119.04,117.89,119.31,117.95,183.56,0.67,110.09
05/04/22,118.62,25575690,0.55,117.97,117.35,118.97,118.53,184.57,0.55,111.25
05/05/22,115.37,48384527,-2.74,116.35,114.02,116.47,115.42,179.51,-2.74,105.46
05/06/22,113.67,32790490,-1.47,114.14,113.31,115.04,113.64,176.87,-1.47,102.43
05/09/22,114.67,26773040,0.88,112.86,112.62,114.71,114.57,178.42,0.88,104.21
05/10/22,115.71,33640760,0.91,115.89,115.48,116.96,115.64,180.04,0.91,106.07
05/11/22,117.94,34173633,1.93,114.74,114.44,117.94,117.74,183.51,1.93,110.04
05/12/22,117.72,26405690,-0.19,118.02,117.66,118.89,117.60,183.17,-0.19,109.65
05/13/22,115.98,20782750,-1.48,116.98,115.90,117.15,115.87,180.46,-1.48,106.55
05/16/22,115.86,11050570,-0.10,116.21,115.85,116.94,115.83,180.27,-0.10,106.33
05/17/22,114.46,15040750,-1.21,114.71,114.36,115.35,114.39,178.09,-1.21,103.84
05/18/22,116.90,21337270,2.13,114.72,114.61,117.00,116.77,181.89,2.13,108.19
05/19/22,117.18,21937470,0.24,118.64,116.85,118.72,117.04,182.33,0.24,108.68
05/20/22,118.51,22780940,1.14,117.09,117.06,119.02,118.38,184.40,1.14,111.05
05/23/22,116.56,15925190,-1.65,117.71,116.54,118.25,116.51,181.36,-1.65,107.58
05/24/22,118.86,23388210,1.97,117.90,117.86,119.64,118.77,184.94,1.97,111.68
05/25/22,119.33,14410840,0.40,119.61,118.59,119.62,119.17,185.67,0.40,112.51
05/26/22,118.79,14912950,-0.45,119.02,117.80,119.09,118.67,184.83,-0.45,111.55
05/27/22,119.08,11190430,0.24,119.36,118.74,119.74,118.73,185.28,0.24,112.07
05/31/22,116.56,28393670,-2.12,117.18,115.93,117.23,116.54,181.36,-2.12,107.58
06/01/22,116.22,15544850,-0.29,117.03,115.69,117.34,116.16,181.16,-0.11,107.34
06/02/22,116.28,9832015,0.05,116.63,115.46,116.71,116.18,181.25,0.05,107.45
06/03/22,116.03,15330410,-0.21,115.09,114.87,116.06,115.85,180.86,-0.21,107.00
06/06/22,113.89,20815370,-1.84,115.15,113.81,115.51,113.85,177.52,-1.84,103.19
06/07/22,115.12,14278650,1.08,114.61,114.58,115.78,115.00,179.44,1.08,105.38
06/08/22,114.10,11476140,-0.89,114.68,114.08,115.13,114.06,177.85,-0.89,103.56
06/09/22,114.48,15527260,0.33,113.84,113.68,114.71,114.38,178.44,0.33,104.24
06/10/22,113.77,21917060,-0.62,114.36,112.97,114.61,113.74,177.34,-0.62,102.97
06/13/22,110.20,36968313,-3.14,111.49,109.24,111.67,110.14,171.77,-3.14,96.60
06/14/22,108.81,21865880,-1.26,110.53,108.59,110.98,108.83,169.61,-1.26,94.12
06/15/22,110.84,25202800,1.87,110.09,109.03,110.99,110.81,172.77,1.87,97.75
06/16/22,111.72,26067260,0.79,108.45,108.12,111.72,111.57,174.14,0.79,99.32
06/17/22,112.08,21614260,0.32,112.01,110.96,112.83,112.06,174.70,0.32,99.96
06/21/22,110.18,17663800,-1.70,110.09,109.81,111.02,110.11,171.74,-1.70,96.57
06/22/22,113.21,23703810,2.75,112.69,112.38,113.31,113.07,176.46,2.75,101.97
06/23/22,114.14,20669220,0.82,113.90,113.49,115.17,114.12,177.91,0.82,103.63
06/24/22,112.56,18161250,-1.38,113.46,112.50,114.17,112.48,175.45,-1.38,100.81
06/27/22,111.60,12053040,-0.85,111.22,111.16,112.22,111.54,173.95,-0.85,99.10
06/28/22,112.12,13708200,0.47,111.29,110.87,112.18,112.01,174.77,0.47,100.03
06/29/22,113.87,12925360,1.56,112.38,112.17,113.90,113.73,177.49,1.56,103.15
06/30/22,114.87,25802130,0.88,114.86,114.75,115.77,114.69,179.05,0.88,104.94
07/01/22,115.82,21858830,0.83,115.90,115.22,117.59,115.35,180.89,1.02,107.03
07/05/22,116.73,16689670,0.79,116.89,116.17,117.75,116.67,182.31,0.79,108.66
07/06/22,114.77,20205370,-1.68,117.39,114.77,117.54,114.77,179.25,-1.68,105.16
07/07/22,113.76,13087990,-0.88,115.10,113.51,115.17,113.67,177.67,-0.88,103.35
07/08/22,112.50,15320000,-1.11,113.50,112.05,113.50,112.43,175.70,-1.11,101.10
07/11/22,114.44,13639940,1.72,113.79,113.70,114.79,114.36,178.73,1.72,104.57
07/12/22,115.12,18547320,0.59,115.51,114.97,116.23,114.96,179.79,0.59,105.78
07/13/22,116.44,20594830,1.15,113.77,113.45,116.65,116.35,181.85,1.15,108.14
07/14/22,115.49,15664990,-0.82,115.08,114.47,116.16,115.33,180.37,-0.82,106.44
07/15/22,116.14,16022590,0.56,115.84,115.60,116.82,115.99,181.39,0.56,107.61
07/18/22,114.93,15838270,-1.04,115.25,114.18,115.32,114.84,179.50,-1.04,105.44
07/19/22,114.31,9276754,-0.54,114.91,113.66,115.15,114.14,178.53,-0.54,104.34
07/20/22,114.61,9117311,0.26,115.48,114.05,115.55,114.51,179.00,0.26,104.87
07/21/22,116.59,14754890,1.73,115.19,115.01,116.72,116.48,182.09,1.73,108.41
07/22/22,118.55,17715310,1.68,118.29,117.97,119.27,118.48,185.15,1.68,111.91
07/25/22,117.39,24868130,-0.98,116.71,116.47,117.54,117.24,183.34,-0.98,109.84
07/26/22,117.48,13535960,0.08,118.86,117.40,119.24,117.41,183.48,0.08,110.00
07/27/22,116.82,15725560,-0.56,118.01,116.71,118.49,116.80,182.45,-0.56,108.82
07/28/22,117.75,16637910,0.80,118.05,117.32,118.92,117.61,183.90,0.80,110.48
07/29/22,117.43,16655870,-0.27,117.70,117.33,119.31,117.39,183.40,-0.27,109.91
08/01/22,120.04,17974560,2.22,118.25,118.08,120.10,119.86,187.81,2.40,114.96
08/02/22,117.50,17896260,-2.12,120.15,117.29,120.69,117.45,183.84,-2.12,110.41
08/03/22,119.35,16731170,1.57,117.17,116.33,119.49,119.26,186.73,1.57,113.72
08/04/22,119.31,11003010,-0.03,118.98,118.54,119.55,119.15,186.67,-0.03,113.65
08/05/22,116.47,19492290,-2.38,117.07,115.89,117.11,116.45,182.22,-2.38,108.57
08/08/22,118.35,17477740,1.61,117.64,117.56,118.53,118.23,185.17,1.61,111.93
08/09/22,117.89,8223201,-0.39,117.73,117.46,118.36,117.83,184.45,-0.39,111.11
08/10/22,117.12,14665300,-0.65,117.73,116.73,118.91,117.04,183.24,-0.65,109.73
08/11/22,114.39,20663780,-2.33,116.87,114.09,117.06,114.31,178.97,-2.33,104.84
08/12/22,115.55,12178400,1.01,115.10,114.43,115.57,115.41,180.78,1.01,106.92
08/15/22,115.45,9031814,-0.09,116.33,115.45,116.75,115.41,180.63,-0.09,106.74
08/16/22,115.93,11065960,0.42,115.25,114.24,116.02,115.89,181.38,0.42,107.60
08/17/22,114.72,14131280,-1.04,115.06,114.31,115.10,114.59,179.49,-1.04,105.43
08/18/22,114.89,10738210,0.15,114.97,114.59,115.64,114.74,179.75,0.15,105.74
08/19/22,113.04,16330900,-1.61,113.23,112.74,113.34,112.95,176.86,-1.61,102.42
08/22/22,112.66,10457240,-0.34,112.86,112.13,112.96,112.56,176.26,-0.34,101.74
08/23/22,112.04,17813180,-0.55,112.19,111.74,113.48,111.97,175.29,-0.55,100.63
08/24/22,111.22,13971630,-0.73,111.49,110.86,111.87,111.14,174.01,-0.73,99.16
08/25/22,112.77,21429690,1.39,111.32,110.99,113.09,112.67,176.44,1.39,101.94
08/26/22,113.62,18764390,0.75,112.30,112.01,113.99,113.51,177.77,0.75,103.46
08/29/22,112.68,14278260,-0.83,112.94,112.13,113.01,112.52,176.29,-0.83,101.78
08/30/22,112.96,14346560,0.25,112.62,112.21,113.51,112.95,176.73,0.25,102.28
08/31/22,111.88,13623550,-0.96,112.69,111.58,113.34,111.83,175.04,-0.96,100.35
09/01/22,109.60,22490450,-2.04,109.87,108.94,110.25,109.50,171.85,-1.83,96.69
09/02/22,110.22,13024450,0.57,109.68,109.47,110.56,110.09,172.82,0.57,97.80
09/06/22,107.49,24648520,-2.48,108.90,107.42,108.97,107.40,168.54,-2.48,92.90
09/07/22,109.19,17050130,1.58,108.32,108.21,109.48,109.08,171.20,1.58,95.95
09/08/22,108.07,14671370,-1.03,108.84,108.05,109.52,108.06,169.45,-1.03,93.94
09/09/22,108.31,12529800,0.22,108.33,107.63,108.80,108.20,169.82,0.22,94.37
09/12/22,107.42,14806920,-0.82,108.63,106.92,108.89,107.32,168.43,-0.82,92.77
09/13/22,107.67,22158880,0.23,106.56,106.24,107.74,107.59,168.82,0.23,93.22
09/14/22,108.04,13077840,0.34,107.34,107.12,108.21,107.94,169.40,0.34,93.89
09/15/22,107.97,10260160,-0.06,107.85,107.58,108.19,107.83,169.29,-0.06,93.76
09/16/22,107.07,18903850,-0.83,107.03,106.77,108.05,106.99,167.88,-0.83,92.15
09/19/22,107.32,11084430,0.23,106.96,106.80,107.82,107.24,168.27,0.23,92.60
09/20/22,106.25,20133840,-1.00,105.69,105.40,106.84,106.16,166.59,-1.00,90.67
09/21/22,108.03,23132920,1.68,106.70,105.97,108.04,107.88,169.38,1.68,93.87
09/22/22,105.27,29030570,-2.55,105.79,104.73,105.96,105.14,165.06,-2.55,88.92
09/23/22,105.70,23042230,0.41,105.34,104.56,106.43,105.59,165.73,0.41,89.69
09/26/22,103.68,25104570,-1.91,105.36,103.22,105.41,103.60,162.56,-1.91,86.06
09/27/22,100.95,34609450,-2.63,102.71,100.90,102.98,100.83,158.28,-2.63,81.16
09/28/22,104.33,39283100,3.35,103.13,102.48,104.45,104.26,163.58,3.35,87.23
09/29/22,103.79,19127140,-0.52,102.90,102.80,104.23,103.67,162.74,-0.52,86.26
09/30/22,102.45,26485690,-1.29,104.27,102.23,104.86,102.48,160.63,-1.29,83.86
10/03/22,103.83,27192240,1.35,103.85,103.15,104.68,103.76,163.18,1.59,86.77
10/04/22,103.54,13788740,-0.28,104.15,103.30,104.65,103.51,162.73,-0.28,86.25
10/05/22,102.55,20522060,-0.96,102.73,101.58,102.84,102.42,161.17,-0.96,84.47
10/06/22,101.98,13965690,-0.56,102.59,101.53,102.84,101.88,160.27,-0.56,83.44
10/07/22,100.99,14814780,-0.97,100.81,100.47,101.62,100.87,158.72,-0.97,81.66
10/10/22,99.42,15652630,-1.55,100.50,98.80,100.51,100.89,156.25,-1.55,78.84
10/11/22,99.86,33246710,0.44,99.74,98.99,100.90,99.77,156.94,0.44,79.63
10/12/22,100.35,21447570,0.49,99.28,99.19,100.54,100.29,157.71,0.49,80.51
10/13/22,99.39,30292450,-0.96,98.36,98.34,100.38,99.29,156.20,-0.96,78.78
10/14/22,98.57,18732890,-0.83,100.19,98.25,100.19,98.47,154.91,-0.83,77.31
10/17/22,98.09,18969870,-0.49,99.29,97.94,99.66,97.98,154.16,-0.49,76.44
10/18/22,98.32,16931450,0.23,97.95,96.87,98.46,98.24,154.52,0.23,76.86
10/19/22,96.53,25431580,-1.82,97.19,96.32,97.42,96.40,151.71,-1.82,73.64
10/20/22,94.88,25434930,-1.71,95.93,94.74,96.33,94.83,149.12,-1.71,70.67
10/21/22,93.17,46280273,-1.80,93.02,92.26,93.93,93.05,146.43,-1.80,67.59
10/24/22,92.40,31332600,-0.83,92.82,91.85,93.55,92.34,145.22,-0.83,66.21
10/25/22,95.09,31213110,2.91,94.58,94.44,95.23,94.98,149.45,2.91,71.05
10/26/22,96.46,24854740,1.44,95.77,95.77,96.69,96.35,151.60,1.44,73.51
10/27/22,97.47,20270040,1.05,96.98,96.22,97.90,97.36,153.19,1.05,75.33
10/28/22,96.80,22244090,-0.69,96.86,96.41,97.63,96.71,152.13,-0.69,74.12
10/31/22,96.11,23956690,-0.71,96.36,95.03,96.62,95.83,151.05,-0.71,72.88
11/01/22,96.77,17585090,0.69,97.38,96.21,97.42,96.69,152.46,0.93,74.49
11/02/22,96.35,25010520,-0.43,96.91,95.96,97.63,96.35,151.79,-0.43,73.74
11/03/22,95.83,29097500,-0.54,95.17,95.09,96.38,95.74,150.97,-0.54,72.80
11/04/22,94.22,23561370,-1.68,95.10,94.22,95.66,94.20,148.44,-1.68,69.90
11/07/22,93.28,14522820,-1.00,94.80,93.24,94.86,93.29,146.96,-1.00,68.20
11/08/22,94.30,20360550,1.09,93.80,93.77,94.96,94.21,148.56,1.09,70.04
11/09/22,94.61,15637460,0.33,93.82,93.69,95.02,94.48,149.05,0.33,70.60
11/10/22,98.25,45380880,3.85,96.73,96.64,98.43,98.06,154.79,3.85,77.16
11/11/22,97.89,15943110,-0.37,97.57,97.54,98.37,98.07,154.22,-0.37,76.51
11/14/22,97.65,13711930,-0.25,97.91,97.09,97.99,97.51,153.84,-0.25,76.08
11/15/22,99.23,26608180,1.62,98.25,98.11,99.30,99.12,156.33,1.62,78.93
11/16/22,101.40,28507670,2.19,100.02,99.74,101.45,101.23,159.75,2.19,82.84
11/17/22,100.33,24536380,-1.06,100.20,99.78,100.57,100.19,158.06,-1.06,80.91
11/18/22,99.64,14941280,-0.69,100.60,99.55,100.89,99.58,156.98,-0.69,79.67
11/21/22,100.06,15534010,0.42,100.69,99.80,100.82,99.96,157.64,0.42,80.43
11/22/22,101.48,18103120,1.42,100.65,100.53,101.62,101.33,159.88,1.42,82.99
11/23/22,103.25,23234590,1.74,102.14,102.08,103.25,103.05,162.66,1.74,86.18
11/25/22,102.90,9486076,-0.34,102.61,102.43,102.93,102.77,162.11,-0.34,85.55
11/28/22,103.19,14569220,0.28,103.61,102.69,103.81,103.07,162.57,0.28,86.07
11/29/22,101.98,16576440,-1.17,102.15,101.91,102.96,101.91,160.66,-1.17,83.89
11/30/22,102.73,21581660,0.74,101.62,101.37,102.73,102.57,161.85,0.74,85.24
12/01/22,105.76,53156793,2.95,103.15,103.10,105.81,105.61,167.00,3.19,91.15
12/02/22,107.09,24479530,1.26,105.30,104.61,107.10,106.94,169.10,1.26,93.55
12/05/22,105.59,20159730,-1.40,105.84,104.90,105.99,105.54,166.74,-1.40,90.84
12/06/22,106.95,21754510,1.29,106.50,106.19,107.39,106.92,168.88,1.29,93.30
12/07/22,109.47,30546680,2.36,108.37,108.20,109.68,109.34,172.86,2.36,97.85
12/08/22,109.17,13377290,-0.27,108.70,108.47,109.45,109.04,172.39,-0.27,97.31
12/09/22,106.33,25872170,-2.60,107.94,106.27,108.17,106.34,167.90,-2.60,92.18
12/12/22,106.67,16897090,0.32,107.86,106.26,108.11,106.58,168.44,0.32,92.79
12/13/22,107.70,23854670,0.97,109.04,107.46,109.08,107.57,170.07,0.97,94.65
12/14/22,108.16,19517530,0.43,107.66,106.89,108.32,108.09,170.79,0.43,95.48
12/15/22,108.32,20255470,0.15,108.39,108.16,109.12,108.22,171.46,0.39,96.24
12/16/22,107.11,20838340,-1.12,106.60,106.31,107.83,107.07,169.54,-1.12,94.05
12/19/22,105.31,26126830,-1.68,105.83,104.98,105.84,105.30,166.69,-1.68,90.79
12/20/22,103.44,28869030,-1.78,103.38,103.10,103.81,103.45,163.73,-1.78,87.40
12/21/22,103.70,15894090,0.25,104.29,102.96,104.40,103.61,164.15,0.25,87.87
12/22/22,103.68,11322510,-0.02,103.67,103.38,104.12,103.60,164.11,-0.02,87.84
12/23/22,102.16,15408890,-1.47,102.58,102.02,102.81,102.17,161.71,-1.47,85.08
12/27/22,100.14,26475730,-1.98,100.49,100.01,101.07,100.11,158.51,-1.98,81.42
12/28/22,99.55,17302850,-0.59,100.65,99.35,100.78,99.49,157.58,-0.59,80.36
12/29/22,100.68,16592970,1.14,99.86,99.79,100.99,100.55,159.37,1.14,82.40
12/30/22,99.56,20810210,-1.11,99.87,99.37,100.55,99.26,157.59,-1.11,80.37
01/03/23,101.46,25313230,1.91,102.20,100.84,102.34,101.32,160.60,1.91,83.82
01/04/23,102.85,21678210,1.37,103.22,102.21,103.48,102.71,162.80,1.37,86.33
01/05/23,103.28,14771120,0.42,101.87,101.78,103.29,103.11,163.48,0.42,87.11
01/06/23,105.18,27473730,1.84,102.70,102.64,105.30,105.01,166.49,1.84,90.56
01/09/23,105.74,21472170,0.53,104.41,104.27,105.93,105.57,167.37,0.53,91.57
01/10/23,103.99,20545220,-1.66,104.53,103.50,104.82,103.88,164.60,-1.66,88.40
01/11/23,105.68,18794030,1.63,104.97,104.70,105.72,105.54,167.28,1.63,91.46
01/12/23,107.76,32029610,1.97,105.82,104.56,107.81,107.59,170.57,1.97,95.23
01/13/23,106.75,17750780,-0.94,107.10,106.38,107.80,106.63,168.97,-0.94,93.40
01/17/23,106.06,13911680,-0.65,105.67,105.65,106.66,106.06,167.88,-0.65,92.15
01/18/23,108.63,35497240,2.42,108.46,107.12,108.77,108.48,171.95,2.42,96.81
01/19/23,107.95,17194650,-0.63,108.10,107.44,108.37,107.83,170.87,-0.63,95.57
01/20/23,106.20,22754070,-1.62,106.96,106.11,107.24,106.08,168.10,-1.62,92.40
01/23/23,105.70,12961520,-0.47,105.57,105.49,106.20,105.59,167.31,-0.47,91.50
01/24/23,107.22,16417220,1.44,106.12,105.39,107.45,107.11,169.72,1.44,94.25
01/25/23,107.48,11906500,0.24,107.37,106.64,107.91,107.36,170.13,0.24,94.72
01/26/23,106.98,15549350,-0.47,107.14,106.49,107.65,106.85,169.34,-0.47,93.82
01/27/23,106.71,11845470,-0.25,106.19,106.11,106.96,106.68,168.91,-0.25,93.33
01/30/23,106.32,11459670,-0.37,106.46,106.19,107.16,106.27,168.29,-0.37,92.62
01/31/23,107.17,13705350,0.80,106.98,105.87,107.28,107.05,169.64,0.80,94.16
02/01/23,108.18,25305790,0.94,107.55,106.42,108.59,108.09,171.67,1.20,96.49
02/02/23,108.32,19548420,0.13,108.92,108.09,109.35,108.19,171.90,0.13,96.74
02/03/23,106.70,20619480,-1.50,106.77,106.08,107.11,106.62,169.32,-1.50,93.80
02/06/23,105.91,15182440,-0.74,105.75,105.68,106.31,105.88,168.07,-0.74,92.37
02/07/23,105.06,18290310,-0.80,105.33,105.00,106.23,105.04,166.72,-0.80,90.82
02/08/23,105.56,13530660,0.48,105.04,104.39,105.58,105.48,167.52,0.48,91.73
02/09/23,104.56,20469920,-0.95,106.47,104.39,106.62,104.49,165.93,-0.95,89.91
02/10/23,103.39,16598350,-1.12,104.40,103.12,104.44,103.26,164.07,-1.12,87.79
02/13/23,104.26,13134300,0.84,103.71,103.58,104.42,104.15,165.45,0.84,89.37
02/14/23,104.02,15440320,-0.23,104.20,103.14,104.83,103.92,165.07,-0.23,88.93
02/15/23,103.05,15567610,-0.93,103.55,102.50,103.95,103.00,163.53,-0.93,87.17
02/16/23,101.59,19267330,-1.42,102.07,101.33,102.22,101.50,161.22,-1.42,84.52
02/17/23,102.38,19560870,0.78,101.10,100.97,102.38,102.22,162.47,0.78,85.95
02/21/23,100.39,22727980,-1.94,101.01,100.28,101.20,100.30,159.31,-1.94,82.34
02/22/23,101.31,15165420,0.92,100.99,100.95,101.69,101.24,160.77,0.92,84.01
02/23/23,102.30,15829080,0.98,101.54,101.47,102.59,102.14,162.34,0.98,85.81
02/24/23,100.97,21403580,-1.30,101.44,100.56,101.80,100.86,160.23,-1.30,83.39
02/27/23,101.25,14209180,0.28,101.29,100.91,101.70,101.16,160.68,0.28,83.90
02/28/23,101.71,14955720,0.45,100.57,100.28,101.72,101.52,161.41,0.45,84.74
03/01/23,100.37,19000030,-1.32,100.82,99.96,101.03,100.28,159.68,-1.07,82.76
03/02/23,99.48,23769180,-0.89,99.06,98.88,99.65,99.37,158.26,-0.89,81.14
03/03/23,101.89,30877340,2.42,100.93,100.57,101.90,101.74,162.09,2.42,85.53
03/06/23,101.10,16631870,-0.78,102.22,100.99,102.34,101.03,160.84,-0.78,84.09
03/07/23,101.72,23096460,0.61,101.46,100.88,102.37,101.60,161.82,0.61,85.22
03/08/23,101.82,20252360,0.10,102.40,101.42,102.97,101.71,161.98,0.10,85.40
03/09/23,102.07,21550360,0.25,101.55,101.33,102.52,101.96,162.38,0.25,85.85
03/10/23,105.59,43921480,3.45,104.03,104.00,105.69,105.45,167.98,3.45,92.26
03/13/23,105.83,51502460,0.23,108.20,105.04,109.10,105.82,168.36,0.23,92.70
03/14/23,104.09,38417780,-1.64,105.14,103.75,105.61,103.96,165.59,-1.64,89.53
03/15/23,106.10,45164120,1.93,106.78,105.35,107.71,106.00,168.79,1.93,93.19
03/16/23,105.27,43103527,-0.78,107.38,105.04,108.03,105.11,167.47,-0.78,91.68
03/17/23,106.85,38128992,1.50,106.65,106.46,107.73,106.69,169.98,1.50,94.56
03/20/23,105.91,24242780,-0.88,106.88,105.72,106.96,105.77,168.49,-0.88,92.85
03/21/23,105.00,18934920,-0.86,105.08,104.54,105.42,104.78,167.04,-0.86,91.19
03/22/23,106.40,26388480,1.33,104.66,104.44,106.45,106.17,169.27,1.33,93.74
03/23/23,106.40,25475130,,105.36,104.82,106.55,106.23,169.27,,93.74
03/24/23,106.85,23657590,0.42,107.09,106.26,107.43,106.58,169.98,0.42,94.56
03/27/23,104.34,22224510,-2.35,105.05,104.33,105.76,104.26,165.99,-2.35,89.99
03/28/23,104.53,17794340,0.18,104.24,104.02,104.68,104.38,166.29,0.18,90.33
03/29/23,104.32,16804390,-0.20,103.70,103.60,104.45,104.14,165.96,-0.20,89.95
03/30/23,104.80,14315800,0.46,104.46,104.27,105.05,104.63,166.72,0.46,90.82
03/31/23,106.37,25396680,1.50,105.35,105.08,106.56,106.13,169.22,1.50,93.68
04/03/23,106.60,18234840,0.22,105.88,105.70,107.10,106.45,170.01,0.47,94.59
04/04/23,107.13,18052420,0.50,105.78,105.75,107.80,107.09,170.86,0.50,95.56
04/05/23,108.25,23047700,1.05,107.77,107.41,108.37,108.06,172.65,1.05,97.60
04/06/23,108.53,16447300,0.26,108.42,108.39,108.87,108.34,173.09,0.26,98.11
04/10/23,106.78,19134400,-1.61,107.64,106.56,107.76,106.69,170.30,-1.61,94.92
04/11/23,107.00,13971250,0.21,107.05,106.51,107.09,106.87,170.65,0.21,95.32
04/12/23,106.89,20563000,-0.10,107.05,105.88,107.17,106.76,170.48,-0.10,95.12
04/13/23,106.05,22079380,-0.79,107.05,105.88,107.39,105.90,169.14,-0.79,93.59
04/14/23,105.08,19801900,-0.91,105.39,104.77,105.55,104.85,167.59,-0.91,91.82
04/17/23,103.83,19528810,-1.19,104.42,103.71,104.59,103.68,165.60,-1.19,89.53
04/18/23,104.20,15922620,0.36,103.81,103.80,104.59,104.08,166.19,0.36,90.21
04/19/23,104.10,16093910,-0.10,103.91,103.48,104.24,103.97,166.03,-0.10,90.03
04/20/23,104.99,16450090,0.85,104.83,104.75,105.28,104.80,167.45,0.85,91.65
04/21/23,104.40,15244720,-0.56,105.30,104.27,105.46,104.29,166.51,-0.56,90.58
04/24/23,105.41,17034310,0.97,104.96,104.84,105.49,105.28,168.12,0.97,92.42
04/25/23,106.96,21899880,1.47,106.33,106.28,107.13,106.84,170.59,1.47,95.25
04/26/23,105.82,19610400,-1.07,106.79,105.67,107.24,105.76,168.77,-1.07,93.17
04/27/23,104.77,20247620,-0.99,105.20,104.61,105.27,104.70,167.10,-0.99,91.25
04/28/23,106.46,26954080,1.61,106.21,105.86,106.76,106.30,169.79,1.61,94.34
05/01/23,103.13,32487290,-3.13,105.27,102.84,105.42,103.10,164.91,-2.88,88.75
